date,temperature_2m_c,humidity_2m_pct,precipitation_mm,wind_speed_10m_ms,solar_irradiance_kwh_m2,demand_mwh,generation_mwh,peak_demand_mw,coal_share,gas_share,hydro_share,nuclear_share,solar_share,wind_share,owid_co2,owid_coal_co2,owid_oil_co2,owid_gas_co2,population,owid_co2_per_capita
2010-01-25,24.73,71.38,0.56,2.65,5.088,109413.7,110000.6,6305.5,0.736,0.0631,0.0631,0.0526,0.0304,0.055,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-01-26,25.64,82.81,0.0,2.97,3.584,111645.6,111777.5,6377.6,0.7368,0.0632,0.0632,0.0526,0.0272,0.0571,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-01-27,24.05,81.26,0.59,2.62,4.273,96854.7,96441.9,5458.0,0.7374,0.0632,0.0632,0.0527,0.0287,0.0549,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-01-28,26.1,72.89,0.0,1.99,4.48,104820.3,106039.5,6121.8,0.7399,0.0634,0.0634,0.0529,0.0293,0.0511,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-01-29,24.89,79.16,0.0,4.47,4.183,111412.8,110860.6,6131.3,0.7288,0.0625,0.0625,0.0521,0.0283,0.0659,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-01-30,25.35,66.47,0.0,3.01,4.541,113334.8,113528.3,6351.0,0.735,0.063,0.063,0.0525,0.0293,0.0572,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-01-31,25.0,76.45,0.06,2.84,4.199,113215.5,115766.2,6059.5,0.7363,0.0631,0.0631,0.0526,0.0286,0.0563,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-01,28.25,77.88,0.29,2.05,5.027,119747.2,118660.8,6688.3,0.7386,0.0633,0.0633,0.0528,0.0306,0.0514,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-02,25.89,85.22,0.0,1.88,4.113,115798.8,116481.5,6421.1,0.7409,0.0635,0.0635,0.0529,0.0287,0.0505,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-03,24.59,70.17,0.0,2.07,3.695,108461.7,108828.9,6251.3,0.7406,0.0635,0.0635,0.0529,0.0278,0.0517,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-04,27.1,66.93,0.0,2.88,4.077,109567.7,110201.2,6372.9,0.7362,0.0631,0.0631,0.0526,0.0285,0.0566,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-05,24.51,69.04,0.32,1.63,4.68,123603.3,123313.0,6845.1,0.7411,0.0635,0.0635,0.0529,0.03,0.0489,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-06,26.43,66.21,0.0,1.57,4.517,97860.8,97330.1,5678.0,0.7416,0.0636,0.0636,0.053,0.0297,0.0486,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-07,23.67,82.05,0.0,2.52,4.836,116336.3,116658.0,6438.8,0.7365,0.0631,0.0631,0.0526,0.0302,0.0544,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-08,24.56,83.13,0.53,2.38,4.763,115874.1,115403.7,6236.8,0.7373,0.0632,0.0632,0.0527,0.0301,0.0535,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-09,26.61,75.57,0.0,1.72,4.379,112930.3,110353.6,6200.2,0.741,0.0635,0.0635,0.0529,0.0295,0.0496,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-10,27.38,80.78,0.0,1.52,4.445,123540.2,122583.4,6850.5,0.7418,0.0636,0.0636,0.053,0.0297,0.0483,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-11,26.7,74.06,0.12,3.03,4.496,111916.7,111618.3,6256.0,0.7346,0.063,0.063,0.0525,0.0295,0.0575,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-12,26.4,72.49,0.0,2.37,5.306,117877.0,116665.4,6706.8,0.7363,0.0631,0.0631,0.0526,0.0314,0.0535,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-13,26.22,70.86,0.56,1.33,4.903,109525.4,109745.5,6186.1,0.7419,0.0636,0.0636,0.053,0.0308,0.0472,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-14,24.76,70.8,0.0,1.37,5.339,98022.7,97329.0,5604.9,0.741,0.0635,0.0635,0.0529,0.0317,0.0474,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-15,25.81,63.18,0.0,1.92,4.987,117259.1,117266.8,6845.8,0.7389,0.0633,0.0633,0.0528,0.0309,0.0508,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-16,26.21,73.85,0.08,2.57,4.686,120268.8,122936.2,6765.4,0.7363,0.0631,0.0631,0.0526,0.0301,0.0548,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-17,28.25,71.82,0.0,2.48,4.368,112112.3,113544.0,6129.1,0.7372,0.0632,0.0632,0.0527,0.0295,0.0543,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-18,27.39,76.33,0.19,2.8,4.811,112528.5,113250.4,6564.7,0.7349,0.063,0.063,0.0525,0.0304,0.0562,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-19,24.72,72.22,0.68,1.22,4.736,114917.3,117053.9,6234.9,0.7425,0.0636,0.0636,0.053,0.0306,0.0466,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-20,27.5,70.47,0.0,2.25,4.741,125451.4,125423.1,6838.7,0.7376,0.0632,0.0632,0.0527,0.0304,0.0529,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-21,26.65,66.02,0.0,2.97,4.717,127295.8,127280.0,7091.5,0.7342,0.0629,0.0629,0.0524,0.0303,0.0572,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-22,26.34,71.47,0.0,2.91,4.089,129630.9,128327.3,7220.0,0.7355,0.063,0.063,0.0525,0.029,0.057,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-23,28.08,75.27,0.0,2.32,5.266,129037.6,130751.5,7302.4,0.7363,0.0631,0.0631,0.0526,0.0316,0.0533,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-24,28.7,63.77,0.0,3.51,4.824,121642.5,124083.9,6841.5,0.7314,0.0627,0.0627,0.0522,0.0305,0.0605,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-25,28.64,70.95,0.17,2.47,4.364,126783.2,127997.0,7229.3,0.737,0.0632,0.0632,0.0526,0.0297,0.0543,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-26,26.4,71.62,0.0,2.73,5.045,125888.6,127743.4,7082.3,0.7346,0.063,0.063,0.0525,0.0312,0.0558,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-27,27.16,65.7,0.0,2.13,4.594,123237.4,119925.6,6912.9,0.7382,0.0633,0.0633,0.0527,0.0303,0.0522,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-02-28,28.06,66.28,0.0,1.63,5.108,134452.7,137665.8,7204.2,0.7396,0.0634,0.0634,0.0528,0.0316,0.0492,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-01,28.97,70.98,0.0,1.58,5.238,136728.1,136653.8,7582.7,0.7397,0.0634,0.0634,0.0528,0.0319,0.0488,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-02,27.15,62.59,0.29,2.21,5.304,125430.8,128448.6,7102.7,0.7365,0.0631,0.0631,0.0526,0.0319,0.0527,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-03,27.6,71.29,0.0,1.98,4.908,120504.8,122651.8,6803.4,0.7382,0.0633,0.0633,0.0527,0.0312,0.0513,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-04,26.47,63.61,0.0,1.04,4.838,126148.1,127185.6,7242.6,0.7428,0.0637,0.0637,0.0531,0.0312,0.0456,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-05,26.42,75.15,0.0,1.49,4.782,127175.3,126802.6,7268.5,0.7407,0.0635,0.0635,0.0529,0.031,0.0484,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-06,29.1,82.6,0.81,1.92,4.766,131041.5,131314.4,7201.2,0.7386,0.0633,0.0633,0.0528,0.0309,0.051,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-07,29.88,63.2,0.0,2.55,5.032,129994.7,127576.8,7418.6,0.7352,0.063,0.063,0.0525,0.0314,0.0548,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-08,28.09,71.36,0.4,2.11,4.983,119069.8,120237.6,6818.2,0.7373,0.0632,0.0632,0.0527,0.0314,0.0522,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-09,29.55,63.59,0.0,2.08,4.786,126957.1,123776.8,7264.8,0.7378,0.0632,0.0632,0.0527,0.031,0.052,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-10,28.79,74.0,0.11,1.53,4.693,125426.7,125114.8,7204.3,0.7405,0.0635,0.0635,0.0529,0.031,0.0487,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-11,27.55,59.95,0.11,2.14,5.074,145881.9,148206.1,7971.2,0.7369,0.0632,0.0632,0.0526,0.0317,0.0524,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-12,28.92,70.23,0.0,2.93,4.978,134170.6,135204.7,7525.6,0.7333,0.0629,0.0629,0.0524,0.0314,0.0572,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-13,30.52,61.9,0.24,2.24,4.75,126737.1,124861.5,7191.0,0.7369,0.0632,0.0632,0.0526,0.031,0.053,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-14,28.54,65.7,0.64,1.24,5.459,134613.0,132876.1,7573.6,0.7405,0.0635,0.0635,0.0529,0.0328,0.0469,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-15,30.69,60.55,0.0,1.4,5.807,134085.9,133351.9,7505.8,0.7391,0.0633,0.0633,0.0528,0.0336,0.0479,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-16,25.32,71.47,0.0,2.52,5.542,134545.1,134717.9,7731.9,0.7342,0.0629,0.0629,0.0524,0.0328,0.0547,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-17,29.86,61.32,0.42,2.04,4.972,143082.4,144408.1,8370.8,0.7374,0.0632,0.0632,0.0527,0.0317,0.0518,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-18,28.97,69.45,0.05,2.13,5.226,154521.0,155531.8,8396.7,0.7365,0.0631,0.0631,0.0526,0.0322,0.0524,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-19,28.53,63.88,0.15,1.82,5.801,140545.0,139127.3,7707.7,0.737,0.0632,0.0632,0.0526,0.0336,0.0505,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-20,29.1,65.06,0.2,2.5,4.87,135398.5,136303.9,7546.7,0.7353,0.063,0.063,0.0525,0.0314,0.0547,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-21,26.47,66.44,0.13,2.03,5.574,135365.2,136414.8,7437.2,0.7363,0.0631,0.0631,0.0526,0.0331,0.0518,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-22,28.83,60.79,0.12,2.1,4.812,136546.7,137282.0,7310.2,0.7372,0.0632,0.0632,0.0527,0.0315,0.0523,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-23,29.64,66.43,0.35,1.72,5.927,145656.3,149338.8,8321.8,0.7371,0.0632,0.0632,0.0527,0.034,0.0498,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-24,31.16,74.16,0.0,2.79,5.206,151776.6,152954.9,8812.8,0.7332,0.0628,0.0628,0.0524,0.0322,0.0565,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-25,28.63,60.12,0.37,2.12,6.156,142830.5,144284.3,7901.0,0.7348,0.063,0.063,0.0525,0.0345,0.0523,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-26,28.32,71.63,0.0,2.63,5.999,133226.8,135792.5,7811.2,0.7326,0.0628,0.0628,0.0523,0.0341,0.0554,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-27,28.78,73.4,0.0,1.56,5.376,137848.7,139089.5,7753.8,0.7387,0.0633,0.0633,0.0528,0.033,0.049,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-28,30.68,59.33,0.28,3.33,5.18,139256.0,138558.2,7904.7,0.7306,0.0626,0.0626,0.0522,0.0322,0.0598,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-29,29.98,55.31,0.0,3.07,5.519,141132.9,142957.4,7804.5,0.7312,0.0627,0.0627,0.0522,0.033,0.0582,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-30,28.93,65.67,0.0,1.17,5.407,141284.0,140787.5,8060.2,0.7404,0.0635,0.0635,0.0529,0.0332,0.0466,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-03-31,30.34,60.39,0.0,1.85,5.348,157293.3,155826.4,8578.4,0.7372,0.0632,0.0632,0.0527,0.033,0.0508,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-01,29.86,74.71,0.29,2.63,4.927,144732.4,143506.5,8317.2,0.7342,0.0629,0.0629,0.0524,0.0319,0.0556,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-02,31.05,63.53,1.16,1.56,5.345,157926.2,159949.8,8725.8,0.7385,0.0633,0.0633,0.0528,0.0331,0.0491,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-03,28.94,58.33,0.27,2.29,5.155,142799.3,143756.4,8188.0,0.7353,0.063,0.063,0.0525,0.0325,0.0536,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-04,29.48,56.09,0.0,2.64,5.755,139481.4,141030.8,7739.0,0.7326,0.0628,0.0628,0.0523,0.0338,0.0557,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-05,29.46,69.34,0.0,2.29,5.928,141786.6,142743.8,8208.6,0.7339,0.0629,0.0629,0.0524,0.0343,0.0535,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-06,28.12,59.21,0.0,2.74,5.858,151050.7,151411.5,8510.7,0.7319,0.0627,0.0627,0.0523,0.0341,0.0563,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-07,30.46,62.73,0.0,2.02,5.737,148773.2,149320.7,8087.9,0.7355,0.063,0.063,0.0525,0.034,0.0519,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-08,30.47,68.04,0.0,1.11,5.337,143846.0,144768.2,8074.3,0.7405,0.0635,0.0635,0.0529,0.0333,0.0463,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-09,30.19,59.23,0.0,3.06,5.725,148878.8,148056.3,8123.1,0.7305,0.0626,0.0626,0.0522,0.0338,0.0583,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-10,29.94,61.7,0.0,3.07,5.948,149880.9,148021.9,8445.2,0.7301,0.0626,0.0626,0.0521,0.0343,0.0583,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-11,28.45,61.72,0.0,4.01,5.484,143333.7,142710.1,8182.3,0.7264,0.0623,0.0623,0.0519,0.0331,0.064,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-12,29.8,65.76,0.05,1.2,5.748,160423.5,161376.6,8991.1,0.7392,0.0634,0.0634,0.0528,0.0343,0.0469,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-13,29.95,65.06,0.22,2.99,5.673,150455.7,149556.3,8332.3,0.7308,0.0626,0.0626,0.0522,0.0338,0.0579,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-14,29.4,60.04,0.27,1.38,6.323,132136.7,135016.8,7844.1,0.7373,0.0632,0.0632,0.0527,0.0357,0.048,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-15,30.29,61.59,0.18,3.64,6.057,155583.2,156347.6,8638.4,0.7271,0.0623,0.0623,0.0519,0.0346,0.0618,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-16,31.07,58.83,0.0,2.89,5.989,160128.5,160399.9,9251.2,0.7306,0.0626,0.0626,0.0522,0.0346,0.0573,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-17,33.05,52.06,0.19,2.05,5.192,145781.9,144970.8,8480.8,0.736,0.0631,0.0631,0.0526,0.033,0.0523,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-18,30.87,62.33,0.0,3.11,5.87,144787.2,146185.5,8035.5,0.7297,0.0625,0.0625,0.0521,0.0344,0.0587,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-19,31.02,71.99,0.17,2.33,5.772,151763.9,150000.5,8246.9,0.7336,0.0629,0.0629,0.0524,0.0343,0.0539,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-20,30.63,55.2,0.13,2.86,5.786,164391.6,164992.9,9202.5,0.731,0.0627,0.0627,0.0522,0.0343,0.0572,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-21,28.28,55.73,0.25,2.83,5.312,146532.5,145967.5,8564.4,0.7319,0.0627,0.0627,0.0523,0.0333,0.0571,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-22,30.79,55.02,0.08,3.77,5.495,163272.4,163551.4,9363.0,0.7271,0.0623,0.0623,0.0519,0.0335,0.0628,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-23,30.94,64.46,1.34,3.84,5.868,159662.4,160518.6,9092.8,0.7262,0.0622,0.0622,0.0519,0.0343,0.0631,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-24,34.11,62.68,0.21,2.41,6.297,152298.0,150629.3,8530.1,0.7321,0.0628,0.0628,0.0523,0.0357,0.0544,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-25,30.69,58.91,0.0,3.43,5.716,160170.7,157574.4,9036.2,0.7283,0.0624,0.0624,0.052,0.0342,0.0607,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-26,31.38,54.24,0.19,3.03,5.799,155453.8,154083.2,8637.4,0.73,0.0626,0.0626,0.0521,0.0345,0.0583,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-27,30.98,60.18,0.0,1.99,6.577,154774.7,156213.0,8485.5,0.7335,0.0629,0.0629,0.0524,0.0365,0.0519,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-28,29.54,50.13,0.01,2.45,5.865,155903.6,156563.3,8697.3,0.7326,0.0628,0.0628,0.0523,0.0348,0.0547,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-29,32.58,60.27,0.0,4.29,5.939,168390.6,167796.3,9256.8,0.7237,0.062,0.062,0.0517,0.0346,0.0659,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-04-30,32.11,64.53,0.0,3.13,5.958,165688.7,169032.6,9397.8,0.7291,0.0625,0.0625,0.0521,0.0349,0.0589,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-05-01,32.2,51.69,0.06,3.53,5.542,167120.7,169351.9,8640.3,0.7279,0.0624,0.0624,0.052,0.0339,0.0615,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-05-02,30.02,49.9,0.0,2.83,6.228,147314.9,148925.7,8172.6,0.73,0.0626,0.0626,0.0521,0.0356,0.0571,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-05-03,33.06,68.47,0.14,2.66,5.813,155038.2,153992.9,8571.2,0.7315,0.0627,0.0627,0.0522,0.0348,0.0561,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-05-04,29.44,55.23,0.0,3.02,6.045,162622.8,164382.9,8741.4,0.7293,0.0625,0.0625,0.0521,0.0353,0.0583,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-05-05,32.06,65.62,0.53,2.87,6.225,154581.6,155185.6,8683.2,0.7297,0.0625,0.0625,0.0521,0.0357,0.0574,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-05-06,34.17,57.8,0.31,2.16,6.762,163650.6,162550.5,9378.2,0.7321,0.0628,0.0628,0.0523,0.0371,0.053,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-05-07,30.07,57.66,0.69,2.48,5.634,179846.4,179749.1,9781.1,0.7325,0.0628,0.0628,0.0523,0.0345,0.0551,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-05-08,30.65,61.18,0.0,3.53,6.411,168480.4,166815.1,9149.0,0.7261,0.0622,0.0622,0.0519,0.0361,0.0614,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-05-09,31.54,53.17,0.0,2.91,6.425,152090.3,151081.2,8528.3,0.729,0.0625,0.0625,0.0521,0.0363,0.0576,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-05-10,30.78,59.19,0.54,3.18,5.91,166605.9,164783.0,8955.1,0.7286,0.0625,0.0625,0.052,0.0351,0.0593,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-05-11,29.44,56.04,0.0,3.33,6.356,160056.7,161667.8,9032.5,0.7271,0.0623,0.0623,0.0519,0.0361,0.0602,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-05-12,31.57,50.33,0.0,3.4,6.733,170025.8,169990.2,9338.2,0.7261,0.0622,0.0622,0.0519,0.037,0.0606,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-05-13,30.12,60.22,0.29,3.93,5.902,180071.6,178466.1,9740.2,0.725,0.0621,0.0621,0.0518,0.035,0.0639,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-05-14,32.14,56.55,0.0,2.61,6.266,161667.3,162584.5,9078.8,0.7306,0.0626,0.0626,0.0522,0.0362,0.0559,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-05-15,30.35,57.13,0.0,3.63,6.334,170470.7,170558.4,9481.5,0.7256,0.0622,0.0622,0.0518,0.0361,0.0621,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
2010-05-16,33.58,50.75,0.0,3.77,6.39,178124.2,180084.5,9758.9,0.7248,0.0621,0.0621,0.0518,0.0362,0.063,1651.6,1065.3,407.9,84.2,1243000000.0,1.329
