date,grid_emissions_tonnes,emissions_intensity_g_per_kwh,emissions_scenario_plus10pp_re,emissions_scenario_plus20pp_re
2010-03-01,100474.00951561998,735.2448999999998,87804.27183019248,75134.53414476498
2010-03-02,94037.63109552,732.1032,82129.82232285867,70212.60884661743
2010-03-03,89998.22355118,733.7701,78620.37357336181,67242.52359554365
2010-03-04,93897.54184608001,738.2718000000001,82101.61129495052,70315.0695591241
2010-03-05,93352.35308572,736.2022000000001,81594.1108827477,69835.8686797754
2010-03-06,96402.58896407999,734.1356999999999,84229.22031072646,72046.21043435419
2010-03-07,93235.95764496001,730.8222000000001,81404.0534045464,69562.82463591546
2010-03-08,88120.42966608,732.8858,76965.60206340055,65810.77446072116
2010-03-09,90770.75082096,733.3422,79294.72844127401,67809.62807870764
2010-03-10,92086.43207940001,736.0155000000001,80476.09817994588,68874.97200292743
2010-03-11,108563.79898651,732.5191,94814.8371609571,81065.87533540417
2010-03-12,98563.55027649998,728.9949999999999,86002.97901812418,73452.263129239
2010-03-13,91460.67416550001,732.4970000000001,79882.40707406454,68294.99300051433
2010-03-14,97806.04448895,736.0695000000001,85484.48305164858,73172.70124083346
2010-03-15,97971.94736086999,734.6872999999999,85615.1348897657,73258.3224186614
2010-03-16,98327.88738020998,729.8798999999999,85837.9602674939,73338.19938266255
2010-03-17,105849.50548847001,732.9887,92454.05448302093,79058.6034775718
2010-03-18,113866.72826795999,732.1121999999999,99449.83027921486,85021.54447886176
2010-03-19,101934.55193102997,732.6710999999998,89028.34986908706,76132.34024309367
2010-03-20,99626.71500278999,730.9160999999999,86985.6042681994,74334.52986574173
2010-03-21,99849.15389699998,731.9524999999999,87199.3564695795,74549.55904215902
2010-03-22,100599.700472,732.796,87854.9460246529,75120.2505414566
2010-03-23,109431.88850879998,732.776,95590.74795252313,81749.60739624625
2010-03-24,111485.41571573002,728.8777000000001,97299.25824677451,83101.95112128179
2010-03-25,105405.71223373999,730.5418,92020.25850528579,78645.34429410324
2010-03-26,98907.49554775002,728.3723000000001,86311.79290110196,73716.09025445394
2010-03-27,102132.69658459998,734.2947999999998,89231.19454319446,76339.90475022253
2010-03-28,100641.30518376002,726.3468000000001,87776.17631376,74911.04744376002
2010-03-29,103927.08487756,726.9793999999999,90658.56903729685,77390.05319703369
2010-03-30,103617.85423499999,735.9875999999999,90564.57126471565,77521.64904377985
2010-03-31,114195.97480240001,732.841,99737.99289752553,85291.42944828574
2010-04-01,104738.63519384999,729.8529,91429.4729002829,78109.83569570529
2010-04-02,117420.747678,734.11,102584.42704376279,87759.84731020327
2010-04-03,105078.61119923998,730.9490999999998,91751.85077274934,78414.58143424755
2010-04-04,102721.65888964,728.3633,89638.64915086905,76555.63941209808
2010-04-05,104152.04301216,729.6431999999999,90924.78580308655,77687.11234808729
2010-04-06,110177.57592270001,727.6698000000001,96131.37895378408,82085.18198486815
2010-04-07,109180.59313533001,731.1819000000002,95346.22149430134,81500.93070204399
2010-04-08,106561.46886788002,736.0834000000001,93149.42261627199,79737.37636466394
2010-04-09,107533.42394067,726.3009000000001,93793.94398109344,80054.4640215169
2010-04-10,107455.04769038,725.9402,93720.27781936488,79985.5079483498
2010-04-11,103078.66324041001,722.2941000000001,89824.12834093523,76569.59344146044
2010-04-12,118587.17493083999,734.8473999999999,103638.4152960124,88689.65566118482
2010-04-13,108664.84078844999,726.5815,94796.36017747757,80917.01199566919
2010-04-14,98969.46116711998,733.0158999999999,86455.50152922515,73951.43784785132
2010-04-15,113038.75194864001,722.9964000000001,98526.061695362,84013.371442084
2010-04-16,116517.32643823,726.4177,101647.11039367634,86765.24145118902
2010-04-17,106070.62576812,731.6689,92616.86046617654,79173.7011662097
2010-04-18,106060.69400115,725.5213,92505.17057518926,78939.04001911537
2010-04-19,109404.75468130001,729.3626,95494.70831463336,81584.6619479667
2010-04-20,119922.06999492997,726.8316999999998,104604.32564482452,89298.57230261776
2010-04-21,106212.6383115,727.6458,92667.59706647789,79122.55582145577
2010-04-22,118241.49631222001,722.9623000000001,103065.01083616965,87876.70002795487
2010-04-23,115909.83898559998,722.0959999999999,101016.8269202838,86112.22271185475
2010-04-24,109650.88513067,727.9519,95676.27615569592,81712.63117283571
2010-04-25,114108.52599359998,724.1564999999998,99482.64951157683,84856.77302955365
2010-04-26,111841.81460288001,725.8534000000001,97535.49783171753,83240.364123709
2010-04-27,113931.73332540001,729.3358000000001,99446.88707130827,84973.43285134564
2010-04-28,114039.65874589,728.3933,99520.99290404645,85002.32706220286
2010-04-29,120757.44305246997,719.6668999999998,105185.19503122685,89600.87005798324
2010-04-30,122544.2401524,724.974,106860.75399342342,91177.26783444689
2010-05-01,122572.33271869998,723.7729999999999,106840.04082065566,91120.00493028243
2010-05-02,108102.97642220998,725.8852999999998,94290.43102133619,80477.88562046243
2010-05-03,112001.36146279001,727.3151,97718.29128546327,83435.22110813655
2010-05-04,119206.17224801998,725.1737999999999,103956.60243705843,88707.03262609692
2010-05-05,112596.51049168,725.5603000000001,98212.9257247036,83818.08018060033
2010-05-06,118335.77244195,727.9938999999999,103262.75189323125,88201.56373851732
2010-05-07,130909.54393864,728.2904,114238.7377326802,97567.93152672036
2010-05-08,120449.86052711,722.0561,104981.71388880655,89501.52105983137
2010-05-09,109522.10077452,724.9221,95510.79167151681,81499.48256851359
2010-05-10,119386.99724320002,724.5104000000001,104097.6833938356,88808.36954447119
2010-05-11,116892.33461233998,723.0402999999999,101903.73188577779,86903.43875671411
2010-05-12,122747.23757484001,722.0842000000001,106978.48681328262,91209.73605172527
2010-05-13,128664.22461789001,720.9449000000001,112106.94213686608,95536.79194660942
2010-05-14,118112.42028755,726.4679,103027.14503933271,87953.67985213808
2010-05-15,123072.82651584,721.5876,107245.49331307015,91418.16011030028
2010-05-16,129803.8631099,720.7942,113091.07751856936,96378.29192723871
2010-05-17,116000.6743718,719.8148,101053.74460422854,86095.21360909718
2010-05-18,113863.22227055002,726.6565000000002,99345.61013765975,84816.61054379634
2010-05-19,121113.01717424998,721.6904999999999,105541.66716186468,89970.31714947935
2010-05-20,118416.49685502998,718.3231,103106.64543400361,87796.79401297722
2010-05-21,116858.42474801,722.4851,101841.7767245188,86836.81337503501
2010-05-22,121701.19003328,721.1072,106026.04175726215,90363.06238335745
2010-05-23,108951.3422777,720.4795,94911.76340684574,80872.18453599144
2010-05-24,112555.37226294,724.9131,98154.34571603907,83753.31916913806
2010-05-25,123722.1859848,716.3895,107695.83049782112,91657.10155489817
2010-05-26,122320.51620351998,719.8207999999998,106560.40869315426,90788.06790784067
2010-05-27,133843.94859506,720.5794000000001,116600.39368133766,99356.83876761532
2010-05-28,114205.95750000002,726.2700000000001,99623.86823752713,85041.77897505423
2010-05-29,118353.48927752001,718.3771000000002,103061.63075529128,87769.77223306251
2010-05-30,106674.52385652001,719.0796000000001,92906.535572378,79138.54728823596
2010-05-31,115304.11019671001,715.6603,100344.54031581125,85384.97043491247
2010-06-01,113533.05865664002,720.4624000000001,98924.79391892346,84305.1747398971
2010-06-02,123825.18883536001,722.6988,107934.15913883109,92043.12944230215
2010-06-03,116680.81837980001,722.159,101700.50550579205,86708.52338302122
2010-06-04,122353.97933466,721.2371,106603.9610818345,90866.17700352498
2010-06-05,111848.8801081,721.8362,97500.0959410919,83128.93752321201
2010-06-06,116672.70219957,714.5433,101507.4178985723,86353.79970118424
2010-06-07,120733.76865375003,715.5675000000002,105056.88245799714,89392.06843189268
2010-06-08,117794.78369250002,719.4673000000001,102602.58030052776,87410.37690855551
2010-06-09,112986.851998,719.755,98422.01631545529,83857.18063291053
2010-06-10,126479.88338678,723.9659,110268.71753607574,94070.19840903771
2010-06-11,125922.91962274999,716.1527,109612.92758130259,93290.34198853781
2010-06-12,125658.66970168002,713.5189000000001,109304.43180048185,92950.19389928372
2010-06-13,116845.1041968,719.9861,101777.62574270031,86721.83063068608
2010-06-14,129928.68754602001,718.7486,113161.6770788163,96381.67244344117
2010-06-15,118971.68734637999,717.7818,103570.31946851085,88180.84756977839
2010-06-16,118458.42695058002,712.8123,103034.59035909442,87598.90674021104
2010-06-17,122270.20567309998,717.1230999999999,106443.79085779682,90617.37604249365
2010-06-18,121486.03106250003,717.4725000000002,105787.05875256608,90063.78437600637
2010-06-19,115364.48919624001,717.6524000000002,100449.02903239908,85522.03126587825
2010-06-20,116254.70890277997,720.8440999999998,101306.07779832976,86345.82006032586
2010-06-21,118415.53967097,722.0561,103208.64010405731,87989.89779890372
2010-06-22,116281.01196203998,719.1005999999999,101276.94577422935,86272.87958641867
2010-06-23,115756.62783321,713.6207,100705.0001754159,85641.79569715644
2010-06-24,113066.05607944,717.3258999999999,98437.75321494628,83809.45035045255
2010-06-25,118017.17933186998,718.2902999999999,102757.2701999232,87509.16160585574
2010-06-26,111243.37471054998,718.6426999999999,96883.55766136033,82512.61516215454
2010-06-27,112485.94583829999,716.3404999999999,97920.5049058926,83343.8142539294
2010-06-28,116203.06208784,710.8647,101030.56826359394,85846.45297099231
2010-06-29,120828.5189817,716.8305,105169.176854446,89521.91637092581
2010-06-30,110445.74478665998,717.7497,96166.31777461346,81886.89076256687
2010-07-01,115014.32539954998,714.8208999999999,100080.60914047611,85146.89288140221
2010-07-02,106607.26819875001,710.6559000000001,92680.50881988175,78743.08764801433
2010-07-03,108879.91451093998,717.1200999999999,94786.21528539623,80692.51605985242
2010-07-04,110928.54957642,718.0506,96586.25471657095,82255.05160250491
2010-07-05,116468.11526824001,717.0172000000001,101388.44259920157,86308.76993016306
2010-07-06,113059.32542325,715.5495,98375.8863064324,83703.75199167692
2010-07-07,111348.63759328001,712.6477000000001,96830.21582063136,82322.92779836703
2010-07-08,116766.79847861,712.3319,101540.09467916502,86313.3908797201
2010-07-09,116533.69380849002,717.8297000000001,101456.33314401169,86390.6246836938
2010-07-10,109950.38779085001,717.5855000000001,95737.43893514044,81513.49394103794
2010-07-11,104746.94139924001,715.6674,91148.76464137701,77561.06153028927
2010-07-12,103270.12353246,711.6762,89805.09118006175,76329.73078250575
2010-07-13,104809.65760758,716.8026,91234.92124919071,77670.66480857038
2010-07-14,115985.23630314002,714.7379000000001,100935.62115874511,85874.40633075156
2010-07-15,105706.98054656,715.0015999999999,91994.03855844587,78270.52481510154
2010-07-16,107596.81471929997,711.0909999999998,93532.98927134059,79479.92242899258
2010-07-17,106528.29571968,713.2012,92652.2944449741,78776.29317026823
2010-07-18,108049.23441588001,711.3566000000001,93939.44234929727,79829.65028271452
2010-07-19,109395.05843994001,708.7899000000001,95041.71060489836,80710.23740661732
2010-07-20,116573.10407986,714.5911,101425.39680484601,86277.68952983197
2010-07-21,112580.46570062001,715.8142,97986.49468050638,83392.52366039275
2010-07-22,107487.37847745001,716.5295000000001,93563.81239318066,79640.24630891132
2010-07-23,110876.85745941,719.8847000000001,96588.01176596047,82288.07727788553
2010-07-24,103074.62562284997,714.0094999999998,89672.51773811411,76270.40985337827
2010-07-25,111987.43483652998,713.3670999999999,97414.28043019144,82841.12602385292
2010-07-26,106353.28427307999,710.8426,92473.00635238268,78571.45351984836
2010-07-27,108254.43493857999,712.0980999999999,94139.19013471782,80023.94533085564
2010-07-28,106936.87218559996,715.1245999999998,93048.49131943457,79160.11045326918
2010-07-29,115465.68607680002,713.8616000000001,100441.0940768,85416.50207680001
2010-07-30,112346.60577756,715.3593000000001,97777.76239236663,83197.6832230171
2010-07-31,97020.00317099997,709.4957999999998,84324.58438119866,71619.4626207832
2010-08-01,98798.19845483,713.8397,85951.10290125922,73104.00734768847
2010-08-02,107828.95428967998,715.1845999999998,93834.3916294544,79839.82896922885
2010-08-03,113128.53917342998,710.8166999999999,98349.65626203206,83559.45936531824
2010-08-04,93371.30322720001,710.571,81173.11729529315,68965.59329925718
2010-08-05,98490.11605351999,716.6858,85719.77756859902,72969.13316807186
2010-08-06,100747.33526376,710.9412000000001,87559.78601553723,74392.38220527956
2010-08-07,100969.72831998001,714.1782000000001,87851.24607213365,74722.66584165707
2010-08-08,105894.55837715999,713.3262,92098.40610129251,78312.84222242305
2010-08-09,104526.1934304,711.816,90893.96915013598,77251.29120516246
2010-08-10,102907.91501249999,710.0157999999999,89435.17558786154,75972.72592574812
2010-08-11,98994.73527679998,711.3326,86063.90050845467,73133.06574010933
2010-08-12,99061.89106114,711.7502,86135.64684729525,73209.40263345047
2010-08-13,94740.12294248,712.6436,82395.16680204203,70050.21066160408
2010-08-14,92783.5927928,710.0278000000001,80637.92580729889,68501.53625333395
2010-08-15,92422.10582856,712.6913999999999,80382.95350175294,68334.55804004954
2010-08-16,99379.60268132,707.7044000000001,86324.26981624227,73268.93695116456
2010-08-17,90433.39062714,709.9129,78590.97849379989,66757.60879527904
2010-08-18,89151.59902613999,714.3093999999999,77562.1559258048,65972.71282546961
2010-08-19,102493.08469119998,711.1569999999999,89106.12530103546,75729.4141945117
2010-08-20,94551.89021801998,711.1848999999999,82194.89982032494,69847.36366622735
2010-08-21,89155.88807302003,707.9342000000003,77452.20769227609,65748.52731153212
2010-08-22,92144.50608842999,707.7362999999999,80052.00473399417,67950.28800741227
2010-08-23,99104.99604571,713.2981,86198.19275000623,73291.38945430244
2010-08-24,97462.83772086,713.7217,84783.99104822842,72105.14437559682
2010-08-25,95151.27501258998,714.4063,82784.07131258067,70416.86761257137
2010-08-26,95584.87167792999,710.7426999999999,83107.39249441818,70610.79251241102
2010-08-27,100073.07939198,705.0682,86886.702059149,73690.31641754793
2010-08-28,91016.41075670002,709.8130000000001,79095.1823908284,67183.05475595938
2010-08-29,101930.25155401001,716.8963000000001,88726.80545340484,75523.35935279964
2010-08-30,100295.4661723,712.9283,87232.63681667329,74169.80746104656
2010-08-31,92920.66873218,713.6796999999999,80826.9477879695,68733.22684375895
2010-09-01,95969.34565294,713.7958,83475.25577667843,70990.7618753846
2010-09-02,89754.13761552,711.6702,78050.62591825624,66338.13790959975
2010-09-03,87882.492357,709.335,76382.86347617714,64874.445467205755
2010-09-04,79537.84533760003,710.6060000000002,69134.49778850909,58731.15023941817
2010-09-05,82325.88360876,708.3978000000001,71525.84536319479,60725.80711762958
2010-09-06,101240.46003484998,709.9038999999998,87981.54041144544,74732.74382174102
2010-09-07,82886.17778883,717.8847000000001,72158.88915755272,61439.88831527545
2010-09-08,85760.10408303996,713.9095999999997,74606.94236748443,63453.7806519289
2010-09-09,88570.53400499998,711.8249999999999,77020.39311252101,65461.39428084762
2010-09-10,90950.17426007999,711.0770999999999,79052.23690755972,67172.48595261193
2010-09-11,88139.46906070001,709.777,76590.52547097974,65050.39494685903
2010-09-12,79764.94415931999,711.2667999999999,69340.55424326732,58924.14002406086
2010-09-13,85892.78676230999,710.9970999999998,74664.27223389593,63444.34612531609
2010-09-14,88382.71176879999,710.9748999999999,76833.68180496829,65284.65184113661
2010-09-15,88236.90557715,712.6954999999999,76735.54660523219,65234.18763331438
2010-09-16,82623.92010021002,711.7101000000002,71845.20469246787,61058.22606639388
2010-09-17,86347.56388883998,708.4875999999998,75028.76143529713,63701.32336180336
2010-09-18,73298.05209216003,712.0512000000002,63729.17765711168,54167.63229436534
2010-09-19,75367.0920742,711.3727,65520.15563976809,55680.75516094805
2010-09-20,76412.7162448,712.3168000000001,66446.52048798179,56480.32473116364
2010-09-21,84157.36086104,709.1522,73125.43772946106,62093.51459788209
2010-09-22,79449.15178459999,714.8757999999999,69130.14377111684,58811.135757633696
2010-09-23,74794.70208907,707.4317,64965.824583049354,55136.94707702866
2010-09-24,78068.15957480001,714.8837000000002,67936.45181304596,57796.936454574796
2010-09-25,67117.29305955,713.9735,58386.901490569464,49656.50992158892
2010-09-26,85953.43945673999,709.8110999999999,74687.42881124251,63438.60541618633
2010-09-27,76496.59720582,710.0466999999999,66476.15688609243,56463.365461195935
2010-09-28,89809.57520481001,716.1317000000001,78174.26673626956,66529.97641202302
2010-09-29,79203.5572957,715.9209999999999,68929.54609387837,58655.534892056734
2010-09-30,76916.18646354,712.4817999999999,66877.79667534788,56847.09773671715
2010-10-01,84298.08387462,706.6212999999999,73197.66196146735,62105.669013805586
2010-10-02,75829.43311487998,709.4447999999999,65901.36427116627,55965.711725770874
2010-10-03,79817.58074008,712.6417,69409.7007626017,59009.80174510147
2010-10-04,73456.39267825999,719.9158,63986.92209786159,54517.45151746319
2010-10-05,78529.26152319998,713.3679999999998,68300.78199303425,58072.3024628685
2010-10-06,81043.42661129999,711.8069999999999,70472.74605664707,59893.9603488177
2010-10-07,83166.45502703999,713.9634,72354.6635676825,61534.55463107455
2010-10-08,77707.72611055999,715.7332,67624.89162806001,57542.05714556
2010-10-09,87032.85884872002,712.7864000000002,75689.66678959753,64346.47473047503
2010-10-10,70559.22254025002,715.2575000000002,61400.79045088968,52242.35836152939
2010-10-11,70376.68409536,707.7344,61134.3843799196,51892.0846644792
2010-10-12,70796.02883052,708.8136999999999,61507.74843419186,52226.54693285728
2010-10-13,72957.88743588001,712.3778000000001,63440.213240142286,53922.539044404584
2010-10-14,82099.72160005,711.5045,71386.53213460445,60673.342669158905
2010-10-15,72428.96444879999,714.8817999999999,63022.39995891236,53615.835469024714
2010-10-16,73816.33082878997,713.5038999999998,64207.64291989601,54598.955011001985
2010-10-17,73317.23431347,710.0317,63711.69050729793,54113.47769145816
2010-10-18,81282.90390645001,710.9779000000001,70661.96260595763,60041.02130546521
2010-10-19,71252.37576617999,713.7556999999999,61978.31795890896,52704.26015163791
2010-10-20,72063.51689022002,711.6042000000002,62659.872729189665,53249.02149576308
2010-10-21,78381.52651989002,713.7227000000001,68175.729369816,57969.93221974198
2010-10-22,69740.55423324002,713.9214000000002,60669.81432569298,51592.099665247355
2010-10-23,65163.3752645,711.4325,56653.41249065662,48143.44971681323
2010-10-24,68191.65709158001,712.4359000000001,59295.43444620635,50406.03028469348
2010-10-25,76624.03574189999,711.813,66630.45484676985,56629.21078174853
2010-10-26,63773.43463456,713.8796,55476.82468344889,47180.21473233778
2010-10-27,66456.29210382,715.6434,57826.58600792244,49203.52487673876
2010-10-28,69128.65305120002,716.7156000000001,60166.125891484415,51210.51090585656
2010-10-29,74892.56896439998,716.7335999999998,65184.795393481334,55484.510330608326
2010-10-30,70622.1531345,719.1885,61510.21794802419,52398.28276154838
2010-10-31,64178.82392832,717.9008,55868.48731813793,47570.98390610188
2010-11-01,70946.3561617,717.2289999999999,61765.801524358976,52585.24688701792
2010-11-02,67073.11915931999,717.0941999999999,58382.3235056233,49698.23449317838
2010-11-03,68171.9264055,711.7649999999999,59275.942608006735,50373.140936085445
2010-11-04,67212.93291381,716.1107,58503.00860071194,49786.36232212595
2010-11-05,72743.82965248,715.0367,63295.56965022648,53847.30964797296
2010-11-06,66559.30643775,715.2185,57916.16928624482,49273.03213473965
2010-11-07,65934.98559048,710.7468,57322.432064579305,48703.284380703786
2010-11-08,65930.27966664999,717.3078999999999,57398.51760584962,48866.75554504923
2010-11-09,75281.49417447,717.8547,65534.95433889034,55795.94189998846
2010-11-10,66445.84805432,715.6843,57827.5524479624,49209.25684160479
2010-11-11,65987.36043440002,715.0466000000001,57409.57998101655,48831.799527633084
2010-11-12,63450.30187874,711.4786,55162.60676220048,46881.25604140924
2010-11-13,63752.86969875,715.5405,55472.183937155154,47197.87282506524
2010-11-14,62624.36468215001,713.4769000000001,54470.044737679964,46315.72479320992
2010-11-15,68059.18805604002,716.4834000000002,59244.39072241626,50422.78678932697
2010-11-16,62206.53077623999,717.2947999999999,54160.99815180808,46109.24425217102
2010-11-17,66860.099502,713.8597,58153.963241661026,49454.512322738134
2010-11-18,64614.31821468001,716.0108000000001,56239.367631215,47857.954969720704
2010-11-19,66710.50014482,718.6858000000001,58097.62705893766,49484.753973055296
2010-11-20,64093.94538389999,714.3893999999999,55756.0272345285,47424.51783882003
2010-11-21,76521.16170719998,718.8527999999998,66637.49778436533,56753.83386153071
2010-11-22,66459.55698795001,718.1983000000001,57871.13157355976,49282.706159169524
2010-11-23,61185.400852939994,714.9505999999999,53243.403173876526,45295.28634281254
2010-11-24,62719.30897679999,718.6318,54616.502459152936,46513.69594150587
2010-11-25,69747.73720025,716.5115,60710.94123792909,51674.14527560816
2010-11-26,64892.88135886,716.3906000000001,56481.25517334475,48069.62898782946
2010-11-27,63787.0947838,720.7052,55579.320892098876,47365.167652984645
2010-11-28,69464.45733825001,717.4635000000002,60486.99069219677,51495.62837554176
2010-11-29,69855.40317731998,716.2283999999997,60804.486775381185,51739.59649803182
2010-11-30,65101.786239450004,721.7773000000001,56738.06324020712,48367.82941125732
2010-12-01,69593.05721697999,717.0261999999998,60583.470999672296,51573.884782364614
2010-12-02,68284.48765545,721.3239,59501.211129815485,50717.93460418096
2010-12-03,71842.07309168999,716.9702999999998,62528.759150385915,53222.6286980421
2010-12-04,63648.40882912001,715.5784000000001,55390.63163388372,47132.854438647424
2010-12-05,68649.14578600001,720.4234000000001,59811.87055136838,50967.72971559806
2010-12-06,64107.03533712,713.8256,55761.904280453346,47416.77322378667
2010-12-07,65612.84911384,714.8179,57093.23725176329,48573.625389686575
2010-12-08,65754.03549485999,718.2441999999999,57253.132140875634,48752.22878689126
2010-12-09,65119.4016174,717.2230000000001,56692.2674823711,48265.1333473422
2010-12-10,75354.36166800003,717.4556000000003,65608.00325362517,55854.10864946458
2010-12-11,62691.69256260001,722.6958000000001,54645.89038966613,46600.088216732234
2010-12-12,62097.01959701999,720.0339,54091.70420599104,46086.388814962054
2010-12-13,65122.20888104001,719.7908000000001,56728.63297852111,48328.544203826925
2010-12-14,63896.73398307,721.0169,55681.39384588229,47459.66339626502
2010-12-15,75026.79121324001,718.6667000000001,65344.76352146654,55655.2324002288
2010-12-16,72978.85114311997,716.0587999999998,63525.02131719088,54063.89287628595
2010-12-17,68619.36222607999,721.7073999999999,59805.097602779046,50983.97035699324
2010-12-18,68645.3815434,719.3346,59789.23040672297,50939.943121815086
2010-12-19,66152.19098303998,722.8925999999998,57665.65290005862,49179.11481707726
2010-12-20,62839.382705259995,725.6262999999999,54818.867817842,46792.068363696795
2010-12-21,64769.427042879994,719.5132,56412.34383288,48055.26062288
2010-12-22,70397.31114899999,721.5056999999998,61344.17497504273,52291.038801085466
2010-12-23,69279.65789965002,720.5545000000003,60360.388473268074,51441.119046886175
2010-12-24,67256.13634640998,724.0616999999999,58643.31528934376,50030.49423227751
2010-12-25,68043.58380855001,721.6255000000002,59303.33073877984,50556.27263012494
2010-12-26,74890.04714460002,718.6386000000002,65229.159230670106,55553.29031111018
2010-12-27,68682.63825002998,721.3448999999998,59850.43567982695,51018.233109623914
2010-12-28,77993.75821922997,721.3448999999998,67964.19777491527,57934.63733060056
2010-12-29,76573.42593473002,721.7773000000002,66735.9243757784,56890.76470842251
2010-12-30,69244.61883024,724.8862999999999,60385.136794010126,51532.5785272863
2010-12-31,72214.13897,721.0598,62924.90987191837,53628.458637726115
2011-01-01,73272.64319942001,725.3446000000001,63916.446181168736,54552.92116579783
2011-01-02,70048.60761605,723.4684999999998,61070.13073151699,52098.658007329555
2011-01-03,78450.12653476001,724.6094,68416.12596289562,58382.12539103118
2011-01-04,69870.97994864,722.1232,60899.34031751295,51927.70068638589
2011-01-05,74048.88899791,723.7691,64554.10920819335,55066.733566961666
2011-01-06,77303.00417870001,720.9830000000001,67369.89932711756,57429.063402009895
